,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,9.618529963171351
5,logXiH,12.906776086374496
6,kappa,3.0156487568276167
7,q,0.7866909800419873
8,sigmaK,0.0
9,sigmaZ,0.0
10,sigmaVtilde,0.0
11,muK,0.22488462735080542
12,muZ,0.0
13,muVtilde,0.0
14,chi,0.0
15,sigmaW,0.7576711912478133
16,sigmaQ,1.4228514653983984
17,sigmaR,1.4228514653983984
18,deltaE,1.9215900173113951
19,deltaH,1.9550494061086672
20,PiH,3.1142678660185408
21,PiE,12.158880854865584
22,betaE,78.44551589664445
23,betaH,3.403275147750273
24,muW,0.7865825263141188
25,muQ,61.27169890354938
26,r,60.78395290923202
27,dent,0.00015610518820539576
28,Fe,64.49359755850729
29,firstCoefsE,0.7865825263141186
30,secondCoefsE,0.04008138506802454
31,Fh,60.821912970577635
32,firstCoefsH,0.7329169691217822
33,secondCoefsH,0.04008138506802454
34,HJB_E,8.947606021663937
35,HJB_H,4.781885941949887
36,kappa_min,0.1511615339142135
