,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,10.91621206925118
5,logXiH,9.594384272449688
6,kappa,1.0312364071834492
7,q,1.0185011463406874
8,sigmaK,0.0
9,sigmaZ,0.0
10,sigmaVtilde,0.0
11,muK,0.3643698378295283
12,muZ,0.0
13,muVtilde,0.0
14,chi,0.4464119264031354
15,sigmaW,0.24845604788892603
16,sigmaQ,1.1022546740414916
17,sigmaR,1.1022546740414916
18,deltaE,4.298331341880993
19,deltaH,2.150225939113944
20,PiH,18.56586663885074
21,PiE,12.319904139989719
22,betaE,47.75522889630165
23,betaH,1.093058833426765
24,muW,1.2670078035210912
25,muQ,19.062691768893878
26,r,20.205159540144628
27,dent,0.0005313730901573802
28,Fe,32.1400394599205
29,firstCoefsE,1.2670078035210912
30,secondCoefsE,0.011834166916122067
31,Fh,27.908671809317376
32,firstCoefsH,1.171536016596303
33,secondCoefsH,0.011834166916122067
34,HJB_E,21.835002864673918
35,HJB_H,20.56353418590572
36,kappa_min,0.09082319049386346
