,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,9.31296076856005
5,logXiH,0.8558218262267192
6,kappa,7.285210244346633
7,q,0.09502448144799658
8,sigmaK,0.0
9,sigmaZ,0.0
10,sigmaVtilde,0.0
11,muK,0.0257008210424686
12,muZ,0.0
13,muVtilde,0.0
14,chi,0.0
15,sigmaW,0.30167080144682473
16,sigmaQ,0.05646723281524459
17,sigmaR,0.0564672328152446
18,deltaE,1.25929826499411
19,deltaH,1.2593268301500966
20,PiH,1.9848073356206912
21,PiE,3.7453257763210663
22,betaE,89.84749200698835
23,betaH,8.95970362086262
24,muW,0.37322904111140537
25,muQ,1.834662771471405
26,r,2.154246915914436
27,dent,6.787068830442467e-05
28,Fe,16.863936659421174
29,firstCoefsE,0.4511680663516166
30,secondCoefsE,0.008290020419685538
31,Fh,2.2511630733857033
32,firstCoefsH,0.3593174481428518
33,secondCoefsH,0.008290020419685538
34,HJB_E,0.9673887916317023
35,HJB_H,0.41942360796988654
36,kappa_min,0.0853517857106764
