,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,6.545195073580087
5,logXiH,3.6094243979808964
6,kappa,2.4326567650780553
7,q,0.6346061126290581
8,sigmaK,0.0
9,sigmaZ,0.0
10,sigmaVtilde,0.0
11,muK,0.18120850831082225
12,muZ,0.0
13,muVtilde,0.0
14,chi,0.0
15,sigmaW,0.6947994610121404
16,sigmaQ,1.3823472104388188
17,sigmaR,1.3823472104388188
18,deltaE,2.2593223401633553
19,deltaH,2.279866894617961
20,PiH,2.964218517532837
21,PiE,10.793836565184712
22,betaE,64.9274482271219
23,betaH,2.798213555275755
24,muW,0.7174299883937297
25,muQ,70.18834927327197
26,r,69.54629262636608
27,dent,0.0002720015579527225
28,Fe,74.16720615961505
29,firstCoefsE,0.7174299883937295
30,secondCoefsE,0.037580943974435455
31,Fh,69.61022199995399
32,firstCoefsH,0.6713622481273755
33,secondCoefsH,0.037580943974435455
34,HJB_E,6.3010994116414345
35,HJB_H,20.90244409005177
36,kappa_min,0.14818209162936322
